SKU,Launch Year,SKUs Recently Added,CategoryID,ProductID,RootModelNumber,Category,Product,Configuration,CurrentMinRetailerPrice,CurrentAvgRetailerPrice,CurrentMaxRetailerPrice,Online Price Quartile,Retailer Price Quartile,Online Price Range,Brand,Series,Standard Color,Capacity Range,Width (Approx.),Built-in Water Heater,Energy Rating,Motor Speeds,Stackable,Steam Cycle,Maximum RPM,CEE Tier,Wash Basket Material,Number Wash Cycles,Derivative Model,Model Status,Wifi Connected,Capacity (cu ft),ADA Compliant,Cold Optimized,Agitator or Impeller,Commercial (Yes/No),Detergent Dispenser,Fabric Softener Dispenser,Bleach Dispenser,POD Dispenser,Auto Dose Dispenser,Description,Key Feature,Key Feature1,Key Feature2,Key Feature3,Key Feature4,Key Feature5,Additional Features1,Additional Features2,Additional Features3,Additional Features4,Additional Features5,Additional Features6,Additional Features7,Additional Features8,Additional Features9,Additional Features10,Additional Features11,Additional Features12,Additional Features13,Additional Features14,Additional Features15,Color Description,Width,Height,Depth,Additional Dimensions1,Additional Dimensions2,Additional Dimensions3,Appearance1,Appearance2,Appearance3,Appearance4,Appearance5,Appearance6,Appearance7,Appearance8,Appearance9,Appearance10,Appearance11,Capacity1,Capacity2,Controls1,Controls2,Controls3,Controls4,Controls5,Controls6,Controls7,Controls8,Controls9,Controls10,Convenience Features1,Convenience Features2,Convenience Features3,Convenience Features4,Convenience Features5,Convenience Features6,Convenience Features7,Convenience Features8,Convenience Features9,Convenience Features10,Convenience Features11,Convenience Features12,Convenience Features13,Convenience Features14,Convenience Features15,Convenience Features16,Convenience Features17,Dimensions1,Dimensions2,Energy/Sound/Power1,Energy/Sound/Power2,Energy/Sound/Power3,Energy/Sound/Power4,Energy/Sound/Power5,Energy/Sound/Power6,Energy/Sound/Power7,Energy/Sound/Power8,Wash Cycles1,Wash Cycles2,Wash Cycles3,Wash Cycles4,Wash Cycles5,Wash Cycles6,Wash Cycles7,Wash Cycles8,Wash Cycles9,Wash Cycles10,Wash Cycles11,Wash Cycles12,Wash Cycles13,Wash Cycles14,Wash Cycles15,Wash Cycles16,Wash Cycles17,Wash Cycles18,Wash Cycles19,Wash Cycles20,Wash Cycles21,Wash Cycles22,Wash Cycles23,Wash Cycles24,Wash Cycles25,Wash Cycles26,Wash Cycles27,Wash Cycles28,Wash Cycles29,Wash Cycles30,Wash Cycles31,Wash Cycles32,Wash Cycles33,Wash Cycles34,Wash Cycles35,Wash Cycles36,Wash Cycles37,Wash Cycles38,Wash Cycles39,Wash Cycles40,Wash Cycles41,Washing System1,Washing System2,Washing System3,Washing System4,Washing System5,Washing System6,Washing System7,Washing System8,Washing System9,Washing System10,Washing System11,Washing System12,Washing System13,Washing System14,Washing System15,Washing System16
ngd4655ew,8/15,Before 4/8/15,1,5,NGD4655E,Laundry,Dryers,Match Top Load Washer,578,594,675,Low - 25% & Below,Low - 25% & Below,498,Amana,,Gas,White,6.0 to 6.9 cu ft,29,Unassigned,No,No,Vent,No,Active Model,No,No,6.5,No,6.5 cu ft Gas Dryer,,,Automatic Dryness Controls,Timed Dry up to 60 Minutes,Wrinkle Prevent Option,,,,,,,,,,,,,,,,,,,,,White,29 inches,44 inches,28 1/5 inches,"29"" Minimum Opening",,,,Rear Panel Control,Reversible Side Swing Door,,,,,,,,,6.5 Cu. Ft.,,Dial Controls,,,,,,,,,,,Top Lint Filter,,,,,,,,,,,,,,,,,,,,"44"" H x 28 1/5"" D x 29"" W",,,3 Temperature Selections,Cool Down Cycle,Dry Level Option,Time Dry - Up to 60 Minutes,Wrinkle Prevent Setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Dryness Control,,,,,,,,,,"20,000 BTU Burner",,,,,,,,,,,,,,,,,,,,,,,,
ns-fdrg67wh8a,2020,7/15/2020,1,5,NS-FDRG67WH8A,Laundry,Dryers,Match Top Load Washer,650,650,650,Low - 25% & Below,,,Insignia,,Gas,White,6.0 to 6.9 cu ft,27,Unassigned,No,No,Vent,No,Active Model,No,No,6.7,No,6.7 cu ft Gas Dryer,,10 Dry Cycles with 5 Temp Settings,Auto-Sense Drying,,My Cycle Button,,,Power Cord Sold Separately,,,,,,,,,,,,,,,,,,White,27 inches,42 9/10 inches,30 1/10 inches,"27"" Minimum Width",,,Fingerprint Resistant,,Rear Panel Location,Reversible Door,Stainless Steel Drum,White Finish,,,,,,6.7 Cu. Ft. Capacity,,,LED Digital Display,My Cycle Setting,Time Adjust Setting,Time-Remaining Display,,,,,,,,Lint Filter,Vented Drying,,,,,,,,,,,,,,,,,,"42 9/10"" H x 30 1/10"" D x 27"" W",,,Air Fluff Cycle,Bulky Cycle,Casual Cycle,Delicates Cycle,Heavy Duty Cycle,Normal Cycle,Quick Dry Cycle,Sanitize Cycle,Time Dry Cycle,Towels Cycle,,,,,,,,,,,,,,,,,,,,,,,,Auto-Sense Drying,High-Efficiency,Moisture Sensor,,,,,,,"120V, 60 Hz, 11 Amps",,,,,,,,,,,,,,,,,,,,,,,,
ns-tdrg67w1,2021,2/24/2021,1,5,,Laundry,Dryers,Match Top Load Washer,550,550,550,Low - 25% & Below,,,Insignia,,Gas,White,6.0 to 6.9 cu ft,27,Unassigned,No,No,Vent,No,Active Model,No,No,6.7,No,6.7 cu ft Gas Dryer,,,12 Dry Cycles with 4 Temp Settings,Moisture Sensor Drying,Wrinkle Care Feature,,4 Leveling Feet,,,Vent Kit Sold Separately,,,,,,,,,,,,,,,,White,27 inches,41 7/10 inches,30 inches,"27"" Minimum Width",,,,Rear Panel Location,Reversible Door,Stainless Steel Drum,White Finish,,,,,,,6.7 Cu. Ft. Capacity,,,Knob Control,,,,,,,,,,69 dBA Sound Rating,Clean Filter Indicator,,Vented Drying,,,,,,,,,,,,,,,,,"41 7/10"" H x 30"" D x 27"" W",,,"20 Min, 40 Min, 60 Min, 80 Min Dry (Manual Dry)",Air Fluff Dry (Manual Dry),Casual Cycle (Sensor Dry),Delicates Cycle (Sensor Dry),Heavy Duty Cycle (Sensor Dry),Normal Cycle (Sensor Dry),Quick Dry (Manual Dry),Sanitize Cycle (Sensor Dry),Timed Dry (Manual Dry),Towels Cycle (Sensor Dry),Wrinkle Care Feature,,,,,,,,,,,,,,,,,,,,,,"4 Dryness Levels(Damp, Normal, More Dry, Very Dry)","4 Temperature Settings (High, Med, Low, No Heat)",,Moisture Sensor,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
ns-tdrg75w1,2021,2/24/2021,1,5,,Laundry,Dryers,Match Top Load Washer,480,480,480,Low - 25% & Below,,,Insignia,,Gas,White,7.0 to 7.9 cu ft,30,Unassigned,No,No,Vent,Yes,Active Model,No,No,7.5,No,7.5 cu ft Gas Dryer,,7.5 cu. ft. Capacity,10 Dry Cycles with 5 Temp Settings,,Wrinkle Prevent Feature,,4 Leveling Feet,,,Vent Kit Sold Separately,,,,,,,,,,,,,,,,White,27 inches,46 inches,31 1/2 inches,"27"" Minimum Width",,,Fingerprint Resistant,,Rear Panel Location,Reversible Door,White Finish,,,,,,,7.5 Cu. Ft. Capacity,,,Digital Display,Knob Control,My Cycle Setting,Remaining Time Display,,,,,,,69 dBA Sound Rating,Clean Filter Indicator,,Interior Light,Vented Drying,,,,,,,,,,,,,,,,"46"" H x 31 1/2"" D x 27"" W",,,Air Fluff Dry,Bulky Items,Casual Cycle,Delicates Cycle,Dryness Cycle,Favorite Cycle,Heavy Duty Cycle,Normal Cycle,Quick Dry,Sanitize Cycle,Temperature Adjust,Timed Dry,Towels Cycle,Wrinkle Prevent Feature,,,,,,,,,,,,,,,,,,,"4 Dryness Levels(Damp, Normal, More Dry, Very Dry)",5 Temp Settings(High/Med/Low/Ultra Low/No Heat),,Moisture Sensor,,,,,,,"120V, 20 Amps",,Propane (LP) Convertible,,,,,,,,,,,,,,,,,,,,,,
ptd60gbprdg,2021,12/31/2021,1,5,PTD60GBPR,Laundry,Dryers,Match Top Load Washer,778,779,780,Low/Mid - 25% to 50%,,,GE,Profile™,Gas,Gray,7.0 to 7.9 cu ft,27,Energy Star®,No,No,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Gas Dryer,,13 Dry Cycles w/ 5 Heat Selections,7.4 cu ft Capacity,Energy Star® Qualified,,,120 Ft Long Vent Capability,,Blocked Vent Check (App Only),Dual Thermistors,Front Serviceable,Optional - LP Conversion Kit (WE25X0217),,,,,,,,,,,,,,Diamond Gray,27 inches,46 inches,31 inches,"27"" Minimum Space",,,Aluminized Alloy Drum,Diamond Gray Finish,,Rear Control Location,Reverse-A-Door,,,,,,,7.4 Cu. Ft.,,Capacitive Touch Controls,,LED Cycle Countdown,LED Cycle Status Indicator Lights,,,,,,,,,Check Vent Notification,Damp Alert,Damp Dry Signal,Interior Light,Lint Filter with Reminder,Removable Upfront Lint Filter,Washer Link (WiFi Connect),WiFi Enabled,Works w/ Amazon Alexa & Google Assistant,Works w/ SONOS & IFTTT,,,,,,,,,,"46"" H x 31"" D x 27"" W",,10 + 3 Downloaded Cycles,,5 Heat Selections,5 Temperature Options,Active Wear Cycle (App Only),Bulky Items Cycle,Casual Cycle (App Only),Cottons Cycle,Delicates Cycle,Eco Dry Cycle,Jeans Cycle,Mixed Loads Cycle,My Cycle,Normal Cycle,Quick Dry Cycle,Sanitize Cycle,Timed Dry - 90 Minutes,Timed Dry Cycle,Towels / Sheets Cycle,Warm Up Cycle (App Only),Wrinkle Care Cycle,,,,,,,,,,,,,Sensor Dry,,,,,,,,,,,Energy Star® Qualified,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,
ptd60gbsrws,2021,12/31/2021,1,5,,Laundry,Dryers,Match Top Load Washer,777,778,780,Low/Mid - 25% to 50%,,,GE,Profile™,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,No,No,Vent,Reviewed - Unsure,Active Model,Yes,No,7.4,No,7.4 cu ft Gas Dryer,,13 Dry Cycles w/ 5 Heat Selections,7.4 cu ft Capacity,Energy Star® Qualified,,,120 Ft Long Vent Capability,,Blocked Vent Check (App Only),Dual Thermistors,Front Serviceable,Optional - LP Conversion Kit (WE25X0217),,,,,,,,,,,,,,White,27 inches,46 inches,31 inches,"27"" Minimum Space",,,Aluminized Alloy Drum,,Rear Control Location,Reverse-A-Door,Silver Backsplash,White Finish,,,,,,7.4 Cu. Ft.,,Capacitive Touch Controls,,LED Cycle Countdown,LED Cycle Status Indicator Lights,,,,,,,,,Check Vent Notification,Damp Alert,Damp Dry Signal,Interior Light,Lint Filter with Reminder,Removable Upfront Lint Filter,Washer Link (WiFi Connect),WiFi Enabled,Works w/ Amazon Alexa & Google Assistant,Works w/ SONOS & IFTTT,,,,,,,,,,"46"" H x 31"" D x 27"" W",,10 + 3 Downloaded Cycles,,5 Heat Selections,5 Temperature Options,Active Wear Cycle (App Only),Bulky Items Cycle,Casual Cycle (App Only),Cottons Cycle,Delicates Cycle,Eco Dry Cycle,Jeans Cycle,Mixed Loads Cycle,My Cycle,Normal Cycle,Quick Dry Cycle,Sanitize Cycle,Timed Dry - 90 Minutes,Timed Dry Cycle,Towels / Sheets Cycle,Warm Up Cycle (App Only),Wrinkle Care Cycle,,,,,,,,,,,,,Sensor Dry,,,,,,,,,,,Energy Star® Qualified,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,
ptd70gbptdg,2022,3/22/2022,1,5,,Laundry,Dryers,Match Top Load Washer,848,936,1199,High/Mid - 50% to 75%,,,GE,Profile™,Gas,Black,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Gas Dryer,,11 Dry Cycles w/ 5 Heat Selections,7.4 cu ft Capacity,Energy Star® Certified,,Washer Link and WiFi Connect,120 Ft Long Vent Capability,,,,,,,,,,,,,,,,,,,Diamond Gray,,,,"27"" Minimum Opening (Width)",,,Reverse-A-Door,,,,,,,,,,,7.4 Cu Ft Capacity,,LED Cycle Countdown,,,,,,,,,,,Front Serviceable,,,,,,,,,,,,,,,,,,,,"43 7/8"" H x 31"" D x 27"" W",,Bulky Items Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Temperature Selections,,,,,,,,,,"22,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
rgd4516fw,2020,6/25/2020,1,5,RGD4516F,Laundry,Dryers,Match Top Load Washer,,,,Retail Price Not Available,,,Roper,,Gas,White,6.0 to 6.9 cu ft,30,Unassigned,No,No,Vent,Yes,Active Model,No,No,6.5,No,6.5 cu ft Gas Dryer,,Exclusive Lowe's Model,10 Dry Cycles w/ 6 Automatic Cycles,,Energy Preferred Cycle,,,LP Convertible,Vented Type,,,,,,,,,,,,,,,,,White,29 inches,43 3/8 inches,28 1/4 inches,,,,,Reversible Side Swing Door,White Color Finish,,,,,,,,,6.5 Cu Ft Capacity,,,Electro-Mechanical Control Type,English Control Panel Language,,,,,,,,,English Control Panel Language,,,,,,,,,,,,,,,,,,,,"43.375"" H x 28.25"" D x 29"" W",,,3 Temperature Settings,6 Automatic Dry Cycles,Air Dry/Air Fluff Cycle,Energy Efficient Cycle,Energy Preferred Cycles,Sensor Dry Cycle,Timed Dry Cycle,Wrinkle Free Cycle,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Drying System,,,,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
wgd4850hw,2018,7/28/2018,1,5,WGD4850H,Laundry,Dryers,Match Top Load Washer,692,752,799,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,29,Unassigned,No,No,Vent,No,Active Model,No,No,7,No,7.0 cu ft Gas Dryer,,,AutoDry™ Drying System,Wrinkle Shield™ Option,Freshen Up Option,,"Designed, Engineered and Assembled in USA",,,,,,,,,,,,,,,,,,,White,29 inches,43 inches,28 1/4 inches,"29"" Minimum Width",,,,Powder Coat Drum Material,Rear Panel Control Location,Solid Door,White Color Finish,,,,,,,7.0 Cu. Ft. Capacity,,Knob Controls,,,,,,,,,,,,End of Cycle Signal,Interior Light,,,,,,,,,,,,,,,,,,"43"" H x 28 1/4"" D x 29"" W",,,3 Drying Temperatures,Energy Preferred Cycle,Fluff Air Option,Freshen Up Option,Heavy Duty Cycle,More / Less Dry Cycle,Timed Dry Up To 70 Minutes,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,AutoDry™ Drying System,,,,,,,,,,"120V, 60Hz",,,,,,,,,,,,,,,,,,,,,,,,
wgd4950hw,2018,7/28/2018,1,5,WGD4950H,Laundry,Dryers,Match Top Load Washer,628,650,799,Low - 25% & Below,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,29,Unassigned,No,No,Vent,No,Active Model,No,No,7,No,7.0 cu ft Gas Dryer,,14 Dry Cycles with 3 Temperatures,,Wrinkle Shield™ Option,End of Cycle Signal,,"Designed, Engineered and Assembled in USA",,,,,,,,,,,,,,,,,,,White,29 inches,43 inches,28 1/4 inches,"29"" Minimum Width",,,,Leveling Legs,Powder Coat Drum Material,Rear Panel Control Location,Solid Door,White Color Finish,,,,,,7.0 Cu. Ft. Capacity,,Knob Controls,,,,,,,,,,,,End of Cycle Signal,Interior Light,Top Mount Lint Screen,,,,,,,,,,,,,,,,,"43"" H x 28 1/4"" D x 29"" W",,,3 Drying Temperatures,Energy Preferred Cycle,Fluff Air Option,Freshen Up Option,Heavy Duty Cycle,More / Less Dry Cycle,Timed Dry Up To 70 Minutes,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,AutoDry™ Drying System,,,,,,,,,,120/240 Volts,,,,,,,,,,,,,,,,,,,,,,,,
wgd500rlw,2023,4/26/2023,1,5,,Laundry,Dryers,Match Top Load Washer,1099,1099,1099,High - 75% & Above,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,29,Unassigned,No,No,Vent,,Active Model,No,No,7,Unassigned,7-cu ft Hamper DoorGas Dryer (White),,11 Dry Cycles with 4 Temperatures,Moisture Sensing,Long Vent,,Wrinkle Shield™ Option,LP Convertible,,,,,,,,,,,,,,,,,,,White,,,,"29"" Minimum Opening (Width)",,,Top Load Matching Design,,,,,,,,,,,7.0 Cu Ft Capacity,,,,,,,,,,,,,Interior Lighting,,,,,,,,,,,,,,,,,,,,"43"" H x 28 3/8"" D x 29"" W",,11 Dry Cycles with 3 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Temperature Controls,,,,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
wgd5010lw,2021,12/12/2021,1,5,,Laundry,Dryers,Match Top Load Washer,678,724,949,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,29,Unassigned,No,No,Vent,No,Active Model,No,No,7,No,7.0 cu ft Gas Dryer,,11 Dry Cycles with 4 Temperatures,Sensor Drying Technology,Wrinkle Shield™ Option,,,LP Convertible,,,,,,,,,,,,,,,,,,,White,29 inches,40 1/2 inches,28 3/8 inches,"29"" Minimum Width",,,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,White Color Finish,,,,,,,7.0 Cu. Ft. Capacity,,,Knob and Button Controls,,,,,,,,,,,Incandescent Interior Light,Top Mount Lint Screen,,,,,,,,,,,,,,,,,,"40 1/2"" H x 28 3/8"" D x 29"" W",,11 Dry Cycles with 1 Option,,Air Dry Cycle,Bulky Items Cycle,Delicates Cycle,Heavy Duty Cycle,More / Less Dry Cycle,Normal Cycle,Quick Dry Cycle,"Timed Dry - 15, 30, 60, 90 Minutes",Towels Cycle,Wrinkle Control Cycle,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,Sensor Drying Technology,,,,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
wgd5050lw,2021,12/12/2021,1,5,,Laundry,Dryers,Match Top Load Washer,750,791,799,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,29,Unassigned,No,Yes,Vent,No,Active Model,No,No,7,No,7.0 cu ft Gas Dryer With Steam,,12 Dry Cycles with 4 Temperatures,,Steam Refresh Cycle,Wrinkle Shield™ Option,,LP Convertible,,,,,,,,,,,,,,,,,,,White,29 inches,40 1/2 inches,28 3/8 inches,"29"" Minimum Width",,,,Rear Panel Control Location,Side Swing Door,Top Load Design,White Color Finish,,,,,,,7.0 Cu. Ft. Capacity,,,Knob and Button Controls,,,,,,,,,,,Incandescent Interior Light,Top Mount Lint Screen,,,,,,,,,,,,,,,,,,"40 1/2"" H x 28 3/8"" D x 29"" W",,12 Dry Cycles with 2 Options,,Air Dry Cycle,Bulky Items Cycle,Delicates Cycle,Heavy Duty Cycle,More / Less Dry Cycle,Normal Cycle,Quick Dry Cycle,,"Timed Dry - 15, 30, 60, 90 Minutes",Towels Cycle,Wrinkle Control Cycle,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,Sensor Drying Technology,,,,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
wgd5100hc,2020,1/23/2020,1,5,WGD5100H,Laundry,Dryers,Match Top Load Washer,1099,1124,1149,High - 75% & Above,,,Whirlpool,,Gas,Metallic,7.0 to 7.9 cu ft,27,Unassigned,No,No,Vent,No,Active Model,No,No,7.4,No,7.0 cu ft Gas Dryer,,4 Dry Cycles with 5 Temperatures,AccuDry™ Drying System,,Wrinkle Shield™ Option,,,LP Convertible,,,,,,,,,,,,,,,,,,Chrome Shadow,27 inches,40 7/8 inches,29 7/8 inches,"27"" Minimum Width",,,Chrome Shadow Finish,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,Window Door,,,,,,7.4 Cu. Ft. Capacity,,,Intuitive Controls,,,,,,,,,,,Front-Mounted Lint Screen,Interior Light,Lint Filter Indicator,,,,,,,,,,,,,,,,,"40 7/8"" H x 29 7/8"" D x 27"" W",,,4 Drying Options,5 Temperature Settings,,Energy Saver Mode,Quick Dry Cycle,Sanitize Cycle,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,,AccuDry™ Sensor Drying Technology,,Moisture Sensor Control,,,,,,,,"20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
wgd5100hw,2020,1/23/2020,1,5,WGD5100H,Laundry,Dryers,Match Top Load Washer,698,821,943,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Unassigned,No,No,Vent,No,Active Model,No,No,7.4,No,7.0 cu ft Gas Dryer,,4 Dry Cycles with 5 Temperatures,AccuDry™ Drying System,,Wrinkle Shield™ Option,,,LP Convertible,,,,,,,,,,,,,,,,,,White,27 inches,40 7/8 inches,29 7/8 inches,"27"" Minimum Width",,,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,White Color Finish,Window Door,,,,,,7.4 Cu. Ft. Capacity,,,Intuitive Controls,,,,,,,,,,,Front-Mounted Lint Screen,Interior Light,Lint Filter Indicator,,,,,,,,,,,,,,,,,"40 7/8"" H x 29 7/8"" D x 27"" W",,,4 Drying Options,5 Temperature Settings,,Energy Saver Mode,Quick Dry Cycle,Sanitize Cycle,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,,AccuDry™ Sensor Drying Technology,,Moisture Sensor Control,,,,,,,,"20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
wgd6120hc,2020,1/23/2020,1,5,WGD6120H,Laundry,Dryers,Match Top Load Washer,600,939,1249,High/Mid - 50% to 75%,,,Whirlpool,,Gas,Metallic,7.0 to 7.9 cu ft,27,Unassigned,No,No,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Gas Dryer,,4 Dry Cycles with 5 Temperatures,AccuDry™ Drying System,,Wrinkle Shield™ Option,,64 Ft Maximum Vent Length,LP Convertible,,,,,,,,,,,,,,,,,,Chrome Shadow,27 inches,40 7/8 inches,29 7/8 inches,"27"" Minimum Width",,,Chrome Shadow Finish,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,Window Door,,,,,,7.4 Cu. Ft. Capacity,,,Intuitive Controls,WiFi Connect,Works w/ App & Remote Access,,,,,,,,Assign a Task Available,,Front-Mounted Lint Screen,Interior Light,Lint Filter Indicator,Personalized Quick Tips Available,Quick Connect,,,,,,,,,,,,,,"40 7/8"" H x 29 7/8"" D x 27"" W",,,4 Drying Options,5 Temperature Settings,,Energy Saver Mode,Favorites Cycle,Quick Dry Cycle,Sanitize Cycle,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,AccuDry™ Sensor Drying Technology,,Moisture Sensor Control,,,,,,,,"20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
wgd6120hw,2020,1/23/2020,1,5,WGD6120H,Laundry,Dryers,Match Top Load Washer,550,909,1149,High/Mid - 50% to 75%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Unassigned,No,No,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Gas Dryer,,4 Dry Cycles with 5 Temperatures,AccuDry™ Drying System,,Wrinkle Shield™ Option,,64 Ft Maximum Vent Length,LP Convertible,,,,,,,,,,,,,,,,,,White,27 inches,40 7/8 inches,29 7/8 inches,"27"" Minimum Width",,,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,White Color Finish,Window Door,,,,,,7.4 Cu. Ft. Capacity,,,Intuitive Controls,WiFi Connect,Works w/ App & Remote Access,,,,,,,,Assign a Task Available,,Front-Mounted Lint Screen,Interior Light,Lint Filter Indicator,Personalized Quick Tips Available,Quick Connect,,,,,,,,,,,,,,"40 7/8"" H x 29 7/8"" D x 27"" W",,,4 Drying Options,5 Temperature Settings,,Energy Saver Mode,Favorites Cycle,Quick Dry Cycle,Sanitize Cycle,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,AccuDry™ Sensor Drying Technology,,Moisture Sensor Control,,,,,,,,"20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
wgd6150pb,2023,7/25/2023,1,5,,Laundry,Dryers,Match Top Load Washer,899,982,1199,High/Mid - 50% to 75%,,,Whirlpool,,Gas,Black,7.0 to 7.9 cu ft,29,Unassigned,No,Yes,Vent,,Active Model,No,No,7,Unassigned,7.0 Cu. Ft. Gas Dryer with Moisture Sensor - Volcano Black,,11 Dry Cycles with 3 Options,,Wrinkle Shield™ Option,Quick Dry Cycle,Steam Refresh Cycle,64 Ft Maximum Vent Length,,,,,,,,,,,,,,,,,,,Black,,,,"27"" Minimum Opening (Width)",,,Reversible Door,,,,,,,,,,,7.0 Cu Ft Capacity,,Automatic Temperature Controls,,,,,,,,,,,Interior Lighting,,,,,,,,,,,,,,,,,,,,"43"" H x 28 3/8"" D x 29"" W",,11 Dry Cycles with 3 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moisture Sensor,,,,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
wgd7120hc,2020,1/23/2020,1,5,WGD7120H,Laundry,Dryers,Match Top Load Washer,700,957,1215,High/Mid - 50% to 75%,,,Whirlpool,,Gas,Metallic,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Gas Dryer,,7 Dry Cycles with 5 Temperatures,,Energy Star® Certified,Wrinkle Shield™ Option,,64 Ft Maximum Vent Length,LP Convertible,,,,,,,,,,,,,,,,,,Chrome Shadow,27 inches,42 3/4 inches,29 7/8 inches,"27"" Minimum Width",,,Chrome Shadow Finish,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,Window Door,,,,,,7.4 Cu. Ft. Capacity,,,Intuitive Controls,WiFi Connect,Works w/ App & Remote Access,,,,,,,,Assign a Task Available,,Front-Mounted Lint Screen,Interior Light,Lint Filter Indicator,Personalized Quick Tips Available,Quick Connect,,,,,,,,,,,,,,"42 3/4"" H x 29 7/8"" D x 27"" W",,,5 Temperature Settings,7 Dry Cycles,,Energy Saver Mode,Favorites Cycle,Quick Dry Cycle,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,Automatic Dry,,,,,,,,,"20,000 BTU Heating Burner",Energy Star®,,,,,,,,,,,,,,,,,,,,,,,
wgd7120hw,2020,1/23/2020,1,5,WGD7120H,Laundry,Dryers,Match Top Load Washer,1125,1208,1249,High - 75% & Above,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Gas Dryer,,7 Dry Cycles with 5 Temperatures,,Energy Star® Certified,Wrinkle Shield™ Option,,64 Ft Maximum Vent Length,LP Convertible,,,,,,,,,,,,,,,,,,White,27 inches,42 3/4 inches,29 7/8 inches,"27"" Minimum Width",,,,Powder Coat Drum Material,Rear Panel Control Location,Top Load Design,White Color Finish,Window Door,,,,,,7.4 Cu. Ft. Capacity,,,Intuitive Controls,WiFi Connect,Works w/ App & Remote Access,,,,,,,,Assign a Task Available,,Front-Mounted Lint Screen,Interior Light,Lint Filter Indicator,Personalized Quick Tips Available,Quick Connect,,,,,,,,,,,,,,"42 3/4"" H x 29 7/8"" D x 27"" W",,,5 Temperature Settings,7 Dry Cycles,,Energy Saver Mode,Favorites Cycle,Quick Dry Cycle,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,Automatic Dry,,,,,,,,,"20,000 BTU Heating Burner",Energy Star®,,,,,,,,,,,,,,,,,,,,,,,
